MAL_ID,Name,Score,Genres,Type,Episodes,Studios,Source,Rating,Premiered,Creator
169,Shingetsutan Tsukihime,6.81,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12.0,J.C.Staff,Visual novel,R - 17+ (violence & profanity),Fall 2003,Nasu Kinoko
170,Slam Dunk,8.55,"Comedy, Drama, School, Shounen, Sports",TV,101.0,Toei Animation,Manga,PG-13 - Teens 13 or older,Fall 1993,Inoue Takehiko
171,Strange Dawn,6.35,"Adventure, Drama, Fantasy",TV,13.0,Hal Film Maker,Original,PG - Children,Summer 2000,Satou Junichi
173,Tactics,7.19,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",TV,25.0,Studio Deen,Manga,PG-13 - Teens 13 or older,Fall 2004,Higashiyama Kazuko
174,Tenjou Tenge,6.87,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",TV,24.0,Madhouse,Manga,R - 17+ (violence & profanity),Spring 2004,Oh! Great
175,Tokyo Underground,6.59,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",TV,26.0,Studio Pierrot,Manga,PG-13 - Teens 13 or older,Spring 2002,Uraku Akinobu
176,Triangle Heart: Sweet Songs Forever,6.09,"Adventure, Romance",OVA,4.0,Seven Arcs,Visual novel,PG-13 - Teens 13 or older,Summer 2003,Tsuzuki Masaki
177,Tsubasa Chronicle,7.52,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",TV,26.0,Bee Train,Manga,PG-13 - Teens 13 or older,Spring 2005,CLAMP
178,Ultra Maniac,7.16,"Comedy, Magic, Romance, School, Shoujo",TV,26.0,Production Reed,Manga,G - All Ages,Spring 2003,Yoshizumi Wataru
179,Ultra Maniac OVA,6.62,"Comedy, Magic, Romance, School",OVA,1.0,Production Reed,Manga,G - All Ages,Summer 2002,Yoshizumi Wataru
180,Vandread,7.16,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13.0,Gonzo,Original,PG-13 - Teens 13 or older,Fall 2000,Gonzo
181,Vandread: The Second Stage,7.39,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13.0,Gonzo,Original,PG-13 - Teens 13 or older,Fall 2001,Mori Takeshi
182,Tenkuu no Escaflowne,7.66,"Adventure, Psychological, Romance, Fantasy, Mecha",TV,26.0,Sunrise,Original,PG-13 - Teens 13 or older,Spring 1996,Kawamori Shouji
183,Whistle!,7.39,"School, Shounen, Sports",TV,39.0,Studio Comet,Manga,G - All Ages,Spring 2002,Higuchi Daisuke
184,Xenosaga The Animation,6.32,"Action, Mecha, Sci-Fi, Shounen, Space",TV,12.0,Toei Animation,Game,PG-13 - Teens 13 or older,Winter 2005,Saga Soraya
185,Initial D First Stage,8.34,"Action, Cars, Drama, Seinen, Sports",TV,26.0,"Gallop, Studio Comet",Manga,PG-13 - Teens 13 or older,Spring 1998,Shigeno Shuuichi
186,Initial D Second Stage,8.17,"Action, Cars, Drama, Seinen, Sports",TV,13.0,Pastel,Manga,PG-13 - Teens 13 or older,Fall 1999,Shigeno Shuuichi
187,Initial D Third Stage,7.9,"Action, Cars, Sports, Drama, Romance, Seinen",Movie,1.0,Studio Deen,Manga,PG-13 - Teens 13 or older,Winter 2001,Shigeno Shuuichi
189,Love Hina,7.1,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,24.0,Xebec,Manga,PG-13 - Teens 13 or older,Spring 2000,Akamatsu Ken
190,Love Hina Again,7.21,"Comedy, Drama, Ecchi, Romance, Shounen",OVA,3.0,Xebec,Manga,PG-13 - Teens 13 or older,Winter 2002,Akamatsu Ken
191,Love Hina Christmas Special: Silent Eve,7.31,"Slice of Life, Comedy, Romance",Special,1.0,Xebec,Manga,PG-13 - Teens 13 or older,Winter 2000,Akamatsu Ken
192,Love Hina: Haru Special - Kimi Sakura Chiru Nakare!!,7.18,"Adventure, Comedy, Romance",Special,1.0,Xebec,Manga,PG-13 - Teens 13 or older,Spring 2001,Akamatsu Ken
193,Maburaho,6.73,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",TV,24.0,J.C.Staff,Light novel,R+ - Mild Nudity,Fall 2003,Tsukiji Toshihiko
194,Macross Zero,7.5,"Adventure, Mecha, Military, Sci-Fi, Shounen",OVA,5.0,Satelight,Original,R+ - Mild Nudity,Winter 2002,Kawamori Shouji
195,Onegai☆Teacher,7.1,"Sci-Fi, Comedy, Drama, Romance, School",TV,12.0,Daume,Original,PG-13 - Teens 13 or older,Winter 2002,Ide Yasunori
196,Onegai☆Twins,6.81,"Comedy, Drama, Harem, School, Sci-Fi",TV,12.0,Daume,Original,PG-13 - Teens 13 or older,Summer 2003,Ide Yasunori
197,Rizelmine,6.51,"Sci-Fi, Comedy, Romance, Ecchi, School",TV,24.0,"Madhouse, Imagin",Manga,R+ - Mild Nudity,Spring 2002,Sugisaki Yukiru
198,Speed Grapher,7.3,"Action, Mystery, Super Power",TV,24.0,Gonzo,Original,R+ - Mild Nudity,Spring 2005,Ishihama Masashi
199,Sen to Chihiro no Kamikakushi,8.77,"Adventure, Supernatural, Drama",Movie,1.0,Studio Ghibli,Original,PG - Children,Summer 2001,Miyazaki Hayao
200,Tenshi na Konamaiki,7.42,"Comedy, Magic, Romance, Shounen",TV,50.0,TMS Entertainment,Manga,PG-13 - Teens 13 or older,Spring 2002,Nishimori Hiroyuki
201,Video Girl Ai,7.19,"Comedy, Drama, Ecchi, Romance",OVA,6.0,Production I.G,Manga,R+ - Mild Nudity,Spring 1992,Katsura Masakazu
202,Wolf's Rain,7.8,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26.0,Bones,Original,PG-13 - Teens 13 or older,Winter 2003,Nobumoto Keiko
204,Yumeria,6.07,"Action, Comedy, Ecchi, Harem, Super Power",TV,12.0,Studio Deen,Visual novel,PG-13 - Teens 13 or older,Winter 2004,Motonaga Keitarou
205,Samurai Champloo,8.51,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26.0,Manglobe,Original,R - 17+ (violence & profanity),Spring 2004,Watanabe Shinichirou
206,Lodoss-tou Senki: Eiyuu Kishi Den,7.12,"Action, Adventure, Drama, Magic, Romance, Fantasy",TV,27.0,AIC,Novel,PG-13 - Teens 13 or older,Spring 1998,Mizuno Ryou
207,Lodoss-tou Senki,7.34,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",OVA,13.0,Madhouse,Novel,R - 17+ (violence & profanity),Summer 1990,Mizuno Ryou
208,R.O.D: Read or Die,7.62,"Action, Sci-Fi, Adventure, Mystery, Historical, Magic",OVA,3.0,Studio Deen,Light novel,PG-13 - Teens 13 or older,Spring 2001,Kurata Hideyuki
209,R.O.D: The TV,7.52,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",TV,26.0,J.C.Staff,Light novel,PG-13 - Teens 13 or older,Fall 2003,Kurata Hideyuki
210,Ranma ½,7.76,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",TV,161.0,Studio Deen,Manga,R+ - Mild Nudity,Spring 1989,Takahashi Rumiko
212,Project A-Ko,6.85,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Movie,1.0,APPP,Original,PG-13 - Teens 13 or older,Summer 1986,Nishijima Katsuhiko
215,Pia Carrot e Youkoso!! 2 DX,6.2,"Comedy, Romance",OVA,6.0,Garyuu Studio,Visual novel,PG-13 - Teens 13 or older,Winter 1999,Satou Jun
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,5.82,"Comedy, Romance",Movie,1.0,Bones,Visual novel,PG-13 - Teens 13 or older,Fall 2002,Mutou Yuuji
218,Kidou Senkan Nadesico,7.49,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",TV,26.0,Xebec,Original,PG-13 - Teens 13 or older,Fall 1996,Asamiya Kia
219,Kidou Senkan Nadesico: The Prince of Darkness,6.72,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",Movie,1.0,Xebec,Original,R - 17+ (violence & profanity),Summer 1998,Satou Tatsuo
222,Mezzo DSA,6.65,"Action, Adventure, Comedy, Mystery, Sci-Fi",TV,13.0,Arms,Original,R+ - Mild Nudity,Winter 2004,Chung Jin Ho
223,Dragon Ball,7.97,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153.0,Toei Animation,Manga,PG-13 - Teens 13 or older,Winter 1986,Toriyama Akira
225,Dragon Ball GT,6.49,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",TV,64.0,Toei Animation,Manga,PG-13 - Teens 13 or older,Winter 1996,Toriyama Akira
226,Elfen Lied,7.47,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",TV,13.0,Arms,Manga,R+ - Mild Nudity,Summer 2004,Okamoto Lynn
227,FLCL,8.03,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",OVA,6.0,"Gainax, Production I.G",Original,PG-13 - Teens 13 or older,Spring 2000,Tsurumaki Kazuya
228,Jigoku Shoujo,7.61,"Mystery, Horror, Psychological, Supernatural",TV,26.0,Studio Deen,Original,R - 17+ (violence & profanity),Fall 2005,Oomori Takahiro
229,Ninin ga Shinobuden,6.89,"Comedy, Parody, Martial Arts",TV,12.0,ufotable,Manga,R - 17+ (violence & profanity),Summer 2004,Koga Ryoichi
230,Air Master,6.95,"Action, Comedy, Martial Arts, Seinen",TV,27.0,Toei Animation,Manga,R - 17+ (violence & profanity),Spring 2003,Shibata Yokusaru
231,Asagiri no Miko,6.1,"Action, Comedy, Supernatural, Fantasy, Seinen",TV,26.0,"Chaos Project, GANSIS",Manga,PG - Children,Summer 2002,Moriyama Yuuji
232,Cardcaptor Sakura,8.17,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",TV,70.0,Madhouse,Manga,PG - Children,Spring 1998,CLAMP
233,Daa! Daa! Daa!,7.67,"Comedy, Sci-Fi, Shoujo",TV,78.0,J.C.Staff,Manga,G - All Ages,Spring 2000,Kawamura Mika
234,Dan Doh!!,6.62,"Adventure, Sports, Shounen",TV,26.0,Tokyo Kids,Manga,G - All Ages,Spring 2004,Banjou Daichi
235,Detective Conan,8.17,"Adventure, Mystery, Comedy, Police, Shounen",TV,1099.0,TMS Entertainment,Manga,PG-13 - Teens 13 or older,Winter 1996,Aoyama Gosho
236,E's Otherwise,6.59,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",TV,26.0,Studio Pierrot,Manga,PG-13 - Teens 13 or older,Spring 2003,Shimoda Masami
237,Koukyoushihen Eureka Seven,8.05,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50.0,Bones,Original,PG-13 - Teens 13 or older,Spring 2005,Kyouda Tomoki
238,Rekka no Honoo,7.34,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,42.0,Studio Pierrot,Manga,PG-13 - Teens 13 or older,Summer 1997,Anzai Nobuyuki
239,Gankutsuou,8.13,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,24.0,Gonzo,Novel,R - 17+ (violence & profanity),Fall 2004,Dumas Alexandre
240,Genshiken,7.63,"Slice of Life, Comedy, Parody",TV,12.0,Palm Studio,Manga,PG-13 - Teens 13 or older,Fall 2004,Kio Shimoku
241,Girls Bravo: First Season,6.37,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",TV,11.0,AIC Spirits,Manga,R+ - Mild Nudity,Summer 2004,Kaneda Mario
242,Gokusen,7.4,"Slice of Life, Comedy, Drama, School, Josei",TV,13.0,Madhouse,Manga,R - 17+ (violence & profanity),Winter 2004,Morimoto Kozueko
243,Gravitation,6.92,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13.0,Studio Deen,Manga,PG-13 - Teens 13 or older,Fall 2000,Murakami Maki
244,Agatha Christie no Meitantei Poirot to Marple,6.85,"Historical, Mystery",TV,39.0,OLM,Novel,G - All Ages,Summer 2004,Christie Agatha
245,Great Teacher Onizuka,8.69,"Slice of Life, Comedy, Drama, School, Shounen",TV,43.0,Studio Pierrot,Manga,R - 17+ (violence & profanity),Summer 1999,Fujisawa Tooru
246,Groove Adventure Rave,7.21,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51.0,Studio Deen,Manga,PG-13 - Teens 13 or older,Fall 2001,Mashima Hiro
247,Harukanaru Toki no Naka de: Hachiyou Shou,7.0,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo",TV,26.0,Yumeta Company,Visual novel,PG-13 - Teens 13 or older,Fall 2004,Tsunaki Aki
248,Ichigo 100%,6.62,"Comedy, Ecchi, Harem, Romance, Shounen",TV,12.0,Madhouse,Manga,PG-13 - Teens 13 or older,Spring 2005,Kawashita Mizuki
249,InuYasha,7.86,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",TV,167.0,Sunrise,Manga,PG-13 - Teens 13 or older,Fall 2000,Takahashi Rumiko
250,Konjiki no Gash Bell!!,7.55,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",TV,150.0,Toei Animation,Manga,PG-13 - Teens 13 or older,Spring 2003,Raiku Makoto
251,Kyou kara Maou!,7.62,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,78.0,Studio Deen,Light novel,PG-13 - Teens 13 or older,Spring 2004,Takabayashi Tomo
252,Madlax,7.02,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen",TV,26.0,Bee Train,Original,PG-13 - Teens 13 or older,Spring 2004,Mashimo Kouichi
253,Jungle wa Itsumo Hare nochi Guu,7.81,"Slice of Life, Comedy, School",TV,26.0,Shin-Ei Animation,Manga,PG-13 - Teens 13 or older,Spring 2001,Kindaichi Renjuurou
254,Jungle wa Itsumo Hare nochi Guu Deluxe,7.78,"Comedy, Slice of Life",OVA,6.0,Shin-Ei Animation,Manga,PG-13 - Teens 13 or older,Summer 2002,Kindaichi Renjuurou
255,Jungle wa Itsumo Hare nochi Guu Final,7.61,"Slice of Life, Comedy",OVA,7.0,Shin-Ei Animation,Manga,PG-13 - Teens 13 or older,Winter 2003,Kindaichi Renjuurou
256,Hoshi no Koe,7.11,"Sci-Fi, Space, Drama, Romance, Mecha",OVA,1.0,CoMix Wave Films,Original,PG-13 - Teens 13 or older,Winter 2002,Shinkai Makoto
257,Ikkitousen,6.39,"Ecchi, Super Power, Martial Arts, School",TV,13.0,J.C.Staff,Manga,R+ - Mild Nudity,Summer 2003,Shiozaki Yuji
258,Hitsuji no Uta,6.14,"Horror, Drama, Vampire",OVA,4.0,Madhouse,Manga,R - 17+ (violence & profanity),Spring 2003,Toume Kei
259,Happy☆Lesson,6.59,"Comedy, Harem, Romance, School",OVA,5.0,Studio Hibari,Manga,PG-13 - Teens 13 or older,Summer 2001,Sasaki Mutsumi
260,Happy☆Lesson (TV),6.61,"Comedy, Drama, Harem, Romance, Slice of Life",TV,13.0,Studio Hibari,Manga,PG-13 - Teens 13 or older,Spring 2002,Sasaki Mutsumi
261,Happy☆Lesson: Advance,6.76,"Comedy, Harem, Romance, Slice of Life",TV,13.0,Studio Hibari,Manga,PG-13 - Teens 13 or older,Summer 2003,Sasaki Mutsumi
262,Happy☆Lesson: The Final,6.76,"Comedy, Harem, Romance, School",OVA,3.0,Studio Hibari,Manga,PG-13 - Teens 13 or older,Spring 2004,Sasaki Mutsumi
263,Hajime no Ippo,8.77,"Comedy, Sports, Drama, Shounen",TV,75.0,Madhouse,Manga,PG-13 - Teens 13 or older,Fall 2000,Morikawa George
264,Hajime no Ippo: Champion Road,8.26,"Comedy, Shounen, Sports",Special,1.0,Madhouse,Manga,PG-13 - Teens 13 or older,Spring 2003,Morikawa George
265,Hajime no Ippo: Mashiba vs. Kimura,8.24,"Comedy, Sports, Shounen",OVA,1.0,Madhouse,Manga,PG-13 - Teens 13 or older,Fall 2003,Morikawa George
266,Gunparade March: Arata Naru Kougunka,6.72,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life",TV,12.0,J.C.Staff,Game,PG-13 - Teens 13 or older,Winter 2003,Sakurabi Katsushi
267,Gungrave,7.82,"Action, Drama, Sci-Fi, Seinen, Super Power",TV,26.0,Madhouse,Game,R - 17+ (violence & profanity),Fall 2003,Nightow Yasuhiro
268,Golden Boy,8.04,"Adventure, Comedy, Ecchi",OVA,6.0,APPP,Manga,R+ - Mild Nudity,Fall 1995,Egawa Tatsuya
269,Bleach,7.94,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,366.0,Studio Pierrot,Manga,PG-13 - Teens 13 or older,Fall 2004,Kubo Tite
270,Hellsing,7.49,"Action, Horror, Supernatural, Vampire, Seinen",TV,13.0,Gonzo,Manga,R - 17+ (violence & profanity),Fall 2001,Hirano Kouta
271,Gad Guard,6.64,"Sci-Fi, Adventure, Mecha, Shounen",TV,26.0,Gonzo,Original,PG-13 - Teens 13 or older,Spring 2003,Izuna Yoshitsune
272,Noir,7.29,"Action, Mystery, Drama",TV,26.0,Bee Train,Original,PG-13 - Teens 13 or older,Spring 2001,Arie Yuuki
273,Mahoutsukai ni Taisetsu na Koto,6.7,"Slice of Life, Drama, Magic, Shounen",TV,12.0,J.C.Staff,Manga,PG-13 - Teens 13 or older,Winter 2003,Yamada Norie
274,Kiddy Grade,7.18,"Action, Sci-Fi, Super Power, Ecchi, Mecha",TV,24.0,Gonzo,Original,R+ - Mild Nudity,Fall 2002,Gonzo
275,Love♥Love?,5.85,"Ecchi, Comedy, Harem, Romance",TV,9.0,"Imagin, Studio Live",Original,R+ - Mild Nudity,Spring 2004,Takahashi Takeo
276,Mahoromatic: Automatic Maiden,7.14,"Comedy, Ecchi, Military, Romance, Sci-Fi",TV,12.0,"Gainax, Shaft",Manga,R+ - Mild Nudity,Fall 2001,Nakayama Bunjuro
277,Mahoromatic: Motto Utsukushii Mono,7.13,"Military, Sci-Fi, Comedy, Drama, Romance, Ecchi",TV,14.0,"Gainax, Shaft",Manga,R+ - Mild Nudity,Fall 2002,Nakayama Bunjuro
278,Viewtiful Joe,6.74,"Action, Sci-Fi, Comedy, Shounen",TV,51.0,Group TAC,Game,PG-13 - Teens 13 or older,Fall 2004,Capcom
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,7.08,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",TV,13.0,TMS Entertainment,Novel,R - 17+ (violence & profanity),Fall 2003,Kyougoku Natsuhiko
280,Animal Yokochou,7.29,"Adventure, Comedy, Fantasy, Shoujo",TV,51.0,Gallop,Manga,G - All Ages,Fall 2005,Nishimoto Yukio
281,Akane Maniax,5.73,"Comedy, Mecha, Romance",OVA,3.0,Silver,Visual novel,PG-13 - Teens 13 or older,Fall 2004,Age
282,Angel Heart,7.26,"Action, Mystery, Drama, Romance, Seinen",TV,50.0,TMS Entertainment,Manga,PG-13 - Teens 13 or older,Fall 2005,Hojo Tsukasa
283,Akage no Anne,7.79,"Slice of Life, Historical, Drama",TV,50.0,Nippon Animation,Novel,G - All Ages,Winter 1979,Montgomery Lucy Maud
284,Area 88 (TV),6.99,"Action, Drama, Military, Romance, Shounen",TV,12.0,Group TAC,Manga,PG-13 - Teens 13 or older,Winter 2004,Shintani Kaoru
285,Argento Soma,6.76,"Action, Adventure, Drama, Mecha, Military, Sci-Fi",TV,25.0,Sunrise,Original,PG-13 - Teens 13 or older,Fall 2000,Yamaguchi Hiroshi
286,B'T X,7.02,"Adventure, Mecha, Sci-Fi, Shounen",TV,25.0,TMS Entertainment,Manga,PG-13 - Teens 13 or older,Spring 1996,Kurumada Masami
287,Grappler Baki (TV),7.46,"Action, Sports, Martial Arts, Shounen",TV,24.0,Group TAC,Manga,PG-13 - Teens 13 or older,Winter 2001,Itagaki Keisuke
288,Bakuten Shoot Beyblade,6.77,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",TV,51.0,Madhouse,Manga,PG - Children,Winter 2001,Aoki Takao
289,Comic Party,6.58,"Comedy, Drama",TV,13.0,OLM,Visual novel,PG-13 - Teens 13 or older,Spring 2001,Aquaplus
290,Seikai no Monshou,7.63,"Action, Military, Sci-Fi, Space, Romance",TV,13.0,Sunrise,Light novel,PG-13 - Teens 13 or older,Winter 1999,Morioka Hiroyuki
291,D.C.S.S: Da Capo Second Season,6.94,"Comedy, Harem, Romance, Supernatural, Drama",TV,26.0,feel.,Visual novel,PG-13 - Teens 13 or older,Summer 2005,Circus
292,Dear Boys,6.78,"Drama, Shounen, Sports",TV,26.0,A.C.G.T.,Manga,PG-13 - Teens 13 or older,Spring 2003,Yagami Hiroki
293,Di Gi Charat,6.81,"Comedy, Fantasy, Sci-Fi",TV,16.0,Madhouse,Original,G - All Ages,Fall 1999,Koge-Donbo*
294,Divergence Eve,6.01,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",TV,13.0,Radix,Original,R+ - Mild Nudity,Summer 2003,Macek Carl
295,Divergence Eve 2: Misaki Chronicles,6.43,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",TV,13.0,Radix,Original,PG-13 - Teens 13 or older,Winter 2004,Negishi Hiroshi
296,Dragon Drive,6.69,"Action, Sci-Fi, Adventure, Comedy, Fantasy, School, Shounen",TV,38.0,Madhouse,Manga,PG - Children,Summer 2002,Sakura Kenichi
297,Grenadier: Hohoemi no Senshi,6.69,"Action, Ecchi, Adventure, Comedy, Shounen",TV,12.0,Group TAC,Manga,PG-13 - Teens 13 or older,Fall 2004,Kaise Sosuke
298,.hack//Tasogare no Udewa Densetsu,6.55,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",TV,12.0,Bee Train,Manga,PG-13 - Teens 13 or older,Winter 2003,Hamazaki Tatsuya
299,.hack//Liminality,6.59,"Game, Mystery, Sci-Fi",OVA,4.0,Bee Train,Original,PG-13 - Teens 13 or older,Summer 2002,Mashimo Kouichi
300,3x3 Eyes,6.71,"Action, Demons, Fantasy, Horror, Romance",OVA,4.0,Toei Animation,Manga,R - 17+ (violence & profanity),Summer 1991,Takada Yuuzo
301,Cinderella Boy,6.29,"Action, Adventure, Mystery, Comedy, Seinen",TV,13.0,Magic Bus,Manga,PG-13 - Teens 13 or older,Summer 2003,Monkey Punch
302,Mirai Shounen Conan,8.11,"Adventure, Drama, Sci-Fi",TV,26.0,Nippon Animation,Novel,PG-13 - Teens 13 or older,Spring 1978,Key Alexander
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,6.88,"Comedy, Magic, Supernatural",TV,48.0,OLM,4-koma manga,G - All Ages,Spring 1998,Fujishima Kousuke
304,Aa! Megami-sama! Movie,7.54,"Comedy, Magic, Romance, Seinen, Supernatural",Movie,1.0,AIC,Original,PG-13 - Teens 13 or older,Fall 2000,Fujishima Kousuke
305,Abashiri Ikka,5.29,"Action, Comedy, Shounen",OVA,4.0,Studio Pierrot,Manga,R+ - Mild Nudity,Spring 1991,Nagai Go
306,Abenobashi Mahou☆Shoutengai,7.22,"Comedy, Parody, Ecchi, Fantasy",TV,13.0,"Gainax, Madhouse",Original,R+ - Mild Nudity,Spring 2002,Akahori Satoru
307,Kerokko Demetan,6.06,"Kids, Fantasy, Comedy",TV,39.0,Tatsunoko Production,Original,PG - Children,Winter 1973,Toriumi Jinzou
308,Zettai Shounen,6.85,"Sci-Fi, Mystery, Drama, Fantasy, Shounen",TV,26.0,Ajia-Do,Original,PG-13 - Teens 13 or older,Spring 2005,Ito Kazunori
309,Akahori Gedou Hour Rabuge,6.12,"Comedy, Magic, Parody",TV,13.0,Radix,Original,PG-13 - Teens 13 or older,Summer 2005,Akahori Satoru
310,"Chiisana Obake: Acchi, Kocchi, Socchi",6.02,"Comedy, Supernatural",TV,50.0,Studio Pierrot,Picture book,G - All Ages,Spring 1991,Sasaki Youko
311,Ace wo Nerae!,7.13,"Sports, Drama, Romance, School, Shoujo",TV,26.0,"Madhouse, Tokyo Movie Shinsha",Manga,PG-13 - Teens 13 or older,Fall 1973,Yamamoto Sumika
312,Ace wo Nerae!: Final Stage,6.89,"Action, Drama, Sports",OVA,12.0,Tokyo Movie Shinsha,Manga,PG-13 - Teens 13 or older,Fall 1989,Yamamoto Sumika
313,Ace wo Nerae! (1979),6.95,"Sports, Drama, Romance, School, Shoujo",Movie,1.0,Madhouse,Manga,PG-13 - Teens 13 or older,Fall 1979,Yamamoto Sumika
314,Ace wo Nerae! 2,7.19,"Drama, Shoujo, Sports",OVA,13.0,Annapuru,Manga,PG-13 - Teens 13 or older,Summer 1988,Yamamoto Sumika
315,Xiao Qian,6.35,"Action, Drama, Fantasy, Romance",Movie,1.0,Triangle Staff,Other,PG - Children,Summer 1997,Endou Tetsuya
317,Final Fantasy VII: Advent Children,7.72,"Action, Super Power, Fantasy",Movie,1.0,Square Enix,Game,PG-13 - Teens 13 or older,Fall 2005,Nozue Takeshi
318,Hand Maid May,6.69,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,10.0,"TNK, Production Reed",Original,PG-13 - Teens 13 or older,Summer 2000,Kimura Shinichirou
319,Happy World!,5.97,"Ecchi, Fantasy, Comedy, Romance",OVA,3.0,Zexcs,Manga,R+ - Mild Nudity,Winter 2002,Takeshita Kenjirou
321,Najica Dengeki Sakusen,5.97,"Action, Ecchi, Comedy, Sci-Fi",TV,12.0,"Studio Fantasia, Amber Film Works",Original,R+ - Mild Nudity,Fall 2001,Nishijima Katsuhiko
322,Paradise Kiss,7.86,"Comedy, Drama, Josei, Romance, Slice of Life",TV,12.0,Madhouse,Manga,R - 17+ (violence & profanity),Fall 2005,Yazawa Ai
323,Mousou Dairinin,7.67,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller",TV,13.0,Madhouse,Original,R+ - Mild Nudity,Winter 2004,Kon Satoshi
324,Kidou Keisatsu Patlabor: On Television,7.68,"Comedy, Mecha, Police, Sci-Fi",TV,47.0,Sunrise,Original,PG-13 - Teens 13 or older,Fall 1989,Yuuki Masami
325,Peach Girl,6.93,"Slice of Life, Drama, Romance, School, Shoujo",TV,25.0,Studio Comet,Manga,PG-13 - Teens 13 or older,Winter 2005,Ueda Miwa
326,Petshop of Horrors,7.24,"Horror, Josei, Mystery, Supernatural",TV,4.0,Madhouse,Manga,R - 17+ (violence & profanity),Winter 1999,Akino Matsuri
327,Puchi Pri*Yucie,7.45,"Comedy, Magic, Fantasy, Shoujo",TV,26.0,Gainax,Original,G - All Ages,Fall 2002,Akai Takami
